Flight Number_ARR,Status_ARR,Scheduled_Time_ARR,Stand,Stand_Type,Terminal,Flight Number_DEP,Status_DEP,Scheduled_Time_DEP,Gate_DEP
,,,F4,Bridge,2.0,VS7130,DEP,2025-07-10 13:25:00+02:00,F4
HV404,"ARR,EXP",2025-07-10 13:25:00+02:00,,,3.0,,,,
,,,D6,Bridge,2.0,KL1009,DEP,2025-07-10 13:25:00+02:00,D6
,,,R008,Remote,1.0,DL9336,DEP,2025-07-10 13:30:00+02:00,D66
,,,D7,Bridge,2.0,VS3960,DEP,2025-07-10 13:30:00+02:00,D7
,,,M6,Bridge,3.0,EJU7881,DEP,2025-07-10 13:30:00+02:00,M6
,,,C12,Bridge,1.0,HV5133,DEP,2025-07-10 13:30:00+02:00,C12
CZ7736,ARR,2025-07-10 13:30:00+02:00,,,3.0,,,,
,,,D7,Bridge,2.0,DL0075,DEP,2025-07-10 13:30:00+02:00,D7
,,,D7,Bridge,2.0,AF3667,DEP,2025-07-10 13:30:00+02:00,D7
,,,R008,Remote,1.0,AF3233,DEP,2025-07-10 13:30:00+02:00,D66
,,,D7,Bridge,2.0,KL6013,DEP,2025-07-10 13:30:00+02:00,D7
,,,R008,Remote,1.0,KL1553,DEP,2025-07-10 13:30:00+02:00,D66
KL1554,"ARR,EXP",2025-07-09 19:30:00+02:00,R008,Remote,1.0,KL1553,DEP,2025-07-10 13:30:00+02:00,D66
AM6411,ARR,2025-07-10 13:30:00+02:00,,,3.0,,,,
KQ1074,ARR,2025-07-10 13:30:00+02:00,,,3.0,,,,
AF3234,ARR,2025-07-10 08:50:00+02:00,R008,Remote,1.0,AF3233,DEP,2025-07-10 13:30:00+02:00,D66
VS7072,ARR,2025-07-10 13:30:00+02:00,,,3.0,,,,
,,,,,,CZ2578,DEP,2025-07-10 13:30:00+02:00,
HV5132,"ARR,EXP",2025-07-10 10:50:00+02:00,C12,Bridge,1.0,HV5133,DEP,2025-07-10 13:30:00+02:00,C12
KL6012,ARR,2025-07-10 10:30:00+02:00,D7,Bridge,2.0,KL6013,DEP,2025-07-10 13:30:00+02:00,D7
DL0074,ARR,2025-07-10 10:30:00+02:00,D7,Bridge,2.0,DL0075,DEP,2025-07-10 13:30:00+02:00,D7
VS6902,"ARR,EXP",2025-07-10 13:30:00+02:00,,,2.0,,,,
,,,C15,Bridge,1.0,SK6802,DEP,2025-07-10 13:35:00+02:00,C15
,,,C15,Bridge,1.0,RO9362,DEP,2025-07-10 13:35:00+02:00,C15
,,,C15,Bridge,1.0,KL1375,DEP,2025-07-10 13:35:00+02:00,C15
,,,B18,Bridge,1.0,DL9166,DEP,2025-07-10 13:35:00+02:00,B18
SK823,"ARR,EXP",2025-07-10 12:55:00+02:00,C10,Bridge,1.0,SK824,DEP,2025-07-10 13:35:00+02:00,C10
,,,C10,Bridge,1.0,SK824,DEP,2025-07-10 13:35:00+02:00,C10
SK6803,ARR,2025-07-09 20:00:00+02:00,C15,Bridge,1.0,SK6802,DEP,2025-07-10 13:35:00+02:00,C15
AM6221,"ARR,EXP",2025-07-10 13:35:00+02:00,,,3.0,,,,
,,,D18,Bridge,3.0,BA8460,DEP,2025-07-10 13:35:00+02:00,D18
,,,B18,Bridge,1.0,KL1559,DEP,2025-07-10 13:35:00+02:00,B18
,,,C15,Bridge,1.0,DL9404,DEP,2025-07-10 13:35:00+02:00,C15
KL1560,ARR,2025-07-09 19:30:00+02:00,B18,Bridge,1.0,KL1559,DEP,2025-07-10 13:35:00+02:00,B18
SK6618,ARR,2025-07-10 13:35:00+02:00,,,2.0,,,,
CZ7742,ARR,2025-07-10 13:35:00+02:00,,,2.0,,,,
DL9675,ARR,2025-07-10 13:35:00+02:00,,,2.0,,,,
DL9462,ARR,2025-07-10 13:35:00+02:00,,,3.0,,,,
SK6619,"ARR,EXP",2025-07-10 13:35:00+02:00,,,3.0,,,,
AM6429,ARR,2025-07-10 13:35:00+02:00,,,2.0,,,,
DL9523,ARR,2025-07-10 13:35:00+02:00,,,2.0,,,,
KL1376,ARR,2025-07-09 20:00:00+02:00,C15,Bridge,1.0,KL1375,DEP,2025-07-10 13:35:00+02:00,C15
KQ1928,"ARR,EXP",2025-07-10 13:35:00+02:00,,,3.0,,,,
AM6253,ARR,2025-07-10 13:35:00+02:00,,,3.0,,,,
DL9518,ARR,2025-07-10 13:40:00+02:00,,,2.0,,,,
CZ1367,ARR,2025-07-10 13:40:00+02:00,,,2.0,,,,
KL1058,ARR,2025-07-09 15:55:00+02:00,D6,Bridge,2.0,KL1057,DEP,2025-07-10 13:40:00+02:00,D6
,,,D6,Bridge,2.0,AF3205,DEP,2025-07-10 13:40:00+02:00,D6
,,,D6,Bridge,2.0,AZ3780,DEP,2025-07-10 13:40:00+02:00,D6
,,,D6,Bridge,2.0,DL9393,DEP,2025-07-10 13:40:00+02:00,D6
,,,D6,Bridge,2.0,VS6922,DEP,2025-07-10 13:40:00+02:00,D6
AF8300,ARR,2025-07-10 13:40:00+02:00,,,2.0,,,,
,,,D6,Bridge,2.0,KL1057,DEP,2025-07-10 13:40:00+02:00,D6
KL1056,"ARR,EXP",2025-07-10 11:35:00+02:00,D6,Bridge,2.0,KL1057,DEP,2025-07-10 13:40:00+02:00,D6
DL9262,ARR,2025-07-10 13:40:00+02:00,,,2.0,,,,
,,,D24,Bridge,3.0,B62289,"DEP,DEL",2025-07-10 13:40:00+02:00,D24
DL9473,ARR,2025-07-10 13:40:00+02:00,,,2.0,,,,
AF3215,ARR,2025-07-10 13:40:00+02:00,,,2.0,,,,
AZ3779,"ARR,EXP",2025-07-10 07:10:00+02:00,D6,Bridge,2.0,AZ3780,DEP,2025-07-10 13:40:00+02:00,D6
HV5788,ARR,2025-07-10 13:40:00+02:00,,,1.0,,,,
VS6970,ARR,2025-07-10 13:40:00+02:00,,,2.0,,,,
DL9503,ARR,2025-07-10 13:40:00+02:00,,,2.0,,,,
,,,B30,Bridge,1.0,KQ1405,DEP,2025-07-10 13:45:00+02:00,B30
,,,B30,Bridge,1.0,DL9367,DEP,2025-07-10 13:45:00+02:00,B30
,,,B30,Bridge,1.0,KL1459,DEP,2025-07-10 13:45:00+02:00,B30
,,,D31,Bridge,3.0,OR3411,DEP,2025-07-10 13:45:00+02:00,D31
,,,B30,Bridge,1.0,AF3225,DEP,2025-07-10 13:45:00+02:00,B30
VS7013,"ARR,EXP",2025-07-10 13:45:00+02:00,,,2.0,,,,
BT6041,"ARR,EXP",2025-07-10 13:45:00+02:00,,,2.0,,,,
DL9527,"ARR,EXP",2025-07-10 13:45:00+02:00,,,2.0,,,,
KL1460,"ARR,EXP",2025-07-09 18:20:00+02:00,B30,Bridge,1.0,KL1459,DEP,2025-07-10 13:45:00+02:00,B30
MU1856,"ARR,EXP",2025-07-10 13:45:00+02:00,,,2.0,,,,
KL1506,ARR,2025-07-09 19:45:00+02:00,R017,Remote,1.0,KL1505,DEP,2025-07-10 13:50:00+02:00,D82
MF9655,ARR,2025-07-09 19:45:00+02:00,R017,Remote,1.0,MF9654,DEP,2025-07-10 13:50:00+02:00,D82
KQ1724,ARR,2025-07-10 11:15:00+02:00,B3,Bridge,1.0,KQ1725,DEP,2025-07-10 13:50:00+02:00,B3
KL1704,ARR,2025-07-10 11:15:00+02:00,B3,Bridge,1.0,KL1705,DEP,2025-07-10 13:50:00+02:00,B3
MU1836,ARR,2025-07-10 11:15:00+02:00,B3,Bridge,1.0,MU1837,DEP,2025-07-10 13:50:00+02:00,B3
MF9356,ARR,2025-07-10 11:15:00+02:00,B3,Bridge,1.0,MF9357,DEP,2025-07-10 13:50:00+02:00,B3
CI8596,"ARR,EXP",2025-07-09 23:10:00+02:00,R017,Remote,1.0,CI8595,DEP,2025-07-10 13:50:00+02:00,D82
GA9016,ARR,2025-07-10 11:00:00+02:00,R017,Remote,1.0,GA9015,DEP,2025-07-10 13:50:00+02:00,D82
SK6737,ARR,2025-07-10 10:20:00+02:00,R017,Remote,1.0,SK6736,DEP,2025-07-10 13:50:00+02:00,D82
AR7816,"ARR,EXP",2025-07-10 13:00:00+02:00,R017,Remote,1.0,AR7817,DEP,2025-07-10 13:50:00+02:00,D82
,,,B3,Bridge,1.0,KL1705,DEP,2025-07-10 13:50:00+02:00,B3
,,,B3,Bridge,1.0,KQ1725,DEP,2025-07-10 13:50:00+02:00,B3
,,,B3,Bridge,1.0,DL9340,DEP,2025-07-10 13:50:00+02:00,B3
,,,B3,Bridge,1.0,GA9218,DEP,2025-07-10 13:50:00+02:00,B3
,,,B3,Bridge,1.0,AM6209,DEP,2025-07-10 13:50:00+02:00,B3
KQ1726,ARR,2025-07-09 16:00:00+02:00,B3,Bridge,1.0,KQ1725,DEP,2025-07-10 13:50:00+02:00,B3
,,,B3,Bridge,1.0,MF9357,DEP,2025-07-10 13:50:00+02:00,B3
MH5658,"ARR,EXP",2025-07-10 09:00:00+02:00,B3,Bridge,1.0,MH5659,DEP,2025-07-10 13:50:00+02:00,B3
,,,R017,Remote,1.0,KL1505,DEP,2025-07-10 13:50:00+02:00,D82
,,,C14,Bridge,1.0,HV6593,DEP,2025-07-10 13:50:00+02:00,C14
,,,R006,Remote,1.0,KL1539,"DEP,DEL",2025-07-10 13:50:00+02:00,D62
,,,B3,Bridge,1.0,MU1837,DEP,2025-07-10 13:50:00+02:00,B3
,,,B3,Bridge,1.0,WS5213,DEP,2025-07-10 13:50:00+02:00,B3
KL2263,ARR,2025-07-10 13:50:00+02:00,,,2.0,,,,
,,,C6,Bridge,1.0,TP669,DEP,2025-07-10 13:50:00+02:00,C6
,,,B3,Bridge,1.0,MH5659,DEP,2025-07-10 13:50:00+02:00,B3
,,,R017,Remote,1.0,MF9654,DEP,2025-07-10 13:50:00+02:00,D82
,,,R017,Remote,1.0,SK6736,DEP,2025-07-10 13:50:00+02:00,D82
TP668,ARR,2025-07-10 12:50:00+02:00,C6,Bridge,1.0,TP669,DEP,2025-07-10 13:50:00+02:00,C6
,,,R017,Remote,1.0,AR7817,DEP,2025-07-10 13:50:00+02:00,D82
,,,R006,Remote,1.0,DL9638,"DEP,DEL",2025-07-10 13:50:00+02:00,D62
,,,R017,Remote,1.0,CZ7646,DEP,2025-07-10 13:50:00+02:00,D82
,,,R017,Remote,1.0,DL9361,DEP,2025-07-10 13:50:00+02:00,D82
DL9529,"ARR,EXP",2025-07-10 13:50:00+02:00,,,2.0,,,,
,,,R017,Remote,1.0,GA9015,DEP,2025-07-10 13:50:00+02:00,D82
DL8284,ARR,2025-07-10 13:50:00+02:00,,,2.0,,,,
MH5660,"ARR,EXP",2025-07-10 13:35:00+02:00,B3,Bridge,1.0,MH5659,DEP,2025-07-10 13:50:00+02:00,B3
,,,R017,Remote,1.0,CI8595,DEP,2025-07-10 13:50:00+02:00,D82
HV5078,ARR,2025-07-10 01:20:00+02:00,R003,Remote,1.0,HV5079,DEP,2025-07-10 13:55:00+02:00,C23
,,,C11,Bridge,1.0,KL1575,DEP,2025-07-10 13:55:00+02:00,C11
DL9572,"ARR,EXP",2025-07-10 12:10:00+02:00,C11,Bridge,1.0,DL9573,DEP,2025-07-10 13:55:00+02:00,C11
VY1375,ARR,2025-07-10 13:15:00+02:00,B23,Bridge,1.0,VY1374,DEP,2025-07-10 13:55:00+02:00,B23
G35533,"ARR,EXP",2025-07-10 11:45:00+02:00,C11,Bridge,1.0,G35534,DEP,2025-07-10 13:55:00+02:00,C11
IB5679,ARR,2025-07-10 13:15:00+02:00,B23,Bridge,1.0,IB5678,DEP,2025-07-10 13:55:00+02:00,B23
,,,R023,Remote,2.0,KL0765,DEP,2025-07-10 13:55:00+02:00,E2
,,,C11,Bridge,1.0,G35534,DEP,2025-07-10 13:55:00+02:00,C11
,,,B23,Bridge,1.0,IB5678,DEP,2025-07-10 13:55:00+02:00,B23
,,,B23,Bridge,1.0,VY1374,DEP,2025-07-10 13:55:00+02:00,B23
,,,R003,Remote,1.0,HV5079,DEP,2025-07-10 13:55:00+02:00,C23
,,,C11,Bridge,1.0,WS5229,DEP,2025-07-10 13:55:00+02:00,C11
,,,C11,Bridge,1.0,SK6796,DEP,2025-07-10 13:55:00+02:00,C11
,,,R023,Remote,2.0,AF8281,DEP,2025-07-10 13:55:00+02:00,E2
,,,C11,Bridge,1.0,DL9573,DEP,2025-07-10 13:55:00+02:00,C11
OR2012,ARR,2025-07-10 14:00:00+02:00,,,3.0,,,,
CZ7729,ARR,2025-07-10 14:00:00+02:00,,,2.0,,,,
,,,D26,Bridge,3.0,WS071,DEP,2025-07-10 14:00:00+02:00,D26
KQ1018,ARR,2025-07-10 14:00:00+02:00,,,2.0,,,,
FR3102,"ARR,EXP",2025-07-10 13:15:00+02:00,H1,Bridge,3.0,FR3103,DEP,2025-07-10 14:00:00+02:00,H1
WS070,"ARR,EXP",2025-07-10 11:00:00+02:00,D26,Bridge,3.0,WS071,DEP,2025-07-10 14:00:00+02:00,D26
,,,,,,CV6823,DEP,2025-07-10 14:00:00+02:00,
,,,H1,Bridge,3.0,FR3103,DEP,2025-07-10 14:00:00+02:00,H1
VS7049,ARR,2025-07-10 14:00:00+02:00,,,2.0,,,,
,,,C5,Bridge,1.0,G35011,DEP,2025-07-10 14:05:00+02:00,C5
DL9604,"ARR,EXP",2025-07-10 12:50:00+02:00,B18,Bridge,1.0,DL9603,DEP,2025-07-10 14:05:00+02:00,B18
KL1674,ARR,2025-07-09 19:45:00+02:00,B18,Bridge,1.0,KL1673,DEP,2025-07-10 14:05:00+02:00,B18
,,,C5,Bridge,1.0,GA9540,DEP,2025-07-10 14:05:00+02:00,C5
DL9602,"ARR,EXP",2025-07-10 07:35:00+02:00,B18,Bridge,1.0,DL9603,DEP,2025-07-10 14:05:00+02:00,B18
,,,B18,Bridge,1.0,KL1673,DEP,2025-07-10 14:05:00+02:00,B18
,,,B18,Bridge,1.0,AF8331,DEP,2025-07-10 14:05:00+02:00,B18
,,,B18,Bridge,1.0,DL9603,DEP,2025-07-10 14:05:00+02:00,B18
,,,D54,Bridge,1.0,HV6491,DEP,2025-07-10 14:05:00+02:00,D54
,,,C5,Bridge,1.0,DL8512,DEP,2025-07-10 14:05:00+02:00,C5
AF1640,ARR,2025-07-10 13:10:00+02:00,C5,Bridge,1.0,AF1641,DEP,2025-07-10 14:05:00+02:00,C5
,,,C5,Bridge,1.0,AF1641,DEP,2025-07-10 14:05:00+02:00,C5
AF8330,ARR,2025-07-09 19:45:00+02:00,B18,Bridge,1.0,AF8331,DEP,2025-07-10 14:05:00+02:00,B18
KL2834,ARR,2025-07-10 13:10:00+02:00,R002,Remote,3.0,KL2835,DEP,2025-07-10 14:05:00+02:00,C22
,,,C5,Bridge,1.0,KL2009,DEP,2025-07-10 14:05:00+02:00,C5
,,,C5,Bridge,1.0,MK9399,DEP,2025-07-10 14:05:00+02:00,C5
,,,C5,Bridge,1.0,UU8641,DEP,2025-07-10 14:05:00+02:00,C5
,,,R002,Remote,3.0,KL2835,DEP,2025-07-10 14:05:00+02:00,C22
KL2008,ARR,2025-07-10 13:10:00+02:00,C5,Bridge,1.0,KL2009,DEP,2025-07-10 14:05:00+02:00,C5
BT621,ARR,2025-07-10 13:10:00+02:00,R002,Remote,3.0,BT622,DEP,2025-07-10 14:05:00+02:00,C22
,,,C5,Bridge,1.0,AM5804,DEP,2025-07-10 14:05:00+02:00,C5
,,,R002,Remote,3.0,BT622,DEP,2025-07-10 14:05:00+02:00,C22
DL9445,"ARR,EXP",2025-07-10 14:05:00+02:00,,,2.0,,,,
KQ1684,"ARR,EXP",2025-07-10 14:05:00+02:00,,,2.0,,,,
UU8640,ARR,2025-07-10 13:10:00+02:00,C5,Bridge,1.0,UU8641,DEP,2025-07-10 14:05:00+02:00,C5
LA5752,ARR,2025-07-10 14:10:00+02:00,,,1.0,,,,
QR3786,"ARR,EXP",2025-07-10 14:10:00+02:00,,,1.0,,,,
,,,B8,Bridge,1.0,KL1531,DEP,2025-07-10 14:10:00+02:00,B8
SK6827,"ARR,EXP",2025-07-10 08:10:00+02:00,B8,Bridge,1.0,SK6826,DEP,2025-07-10 14:10:00+02:00,B8
LX728,"ARR,EXP",2025-07-10 14:10:00+02:00,,,1.0,,,,
FI500,"ARR,EXP",2025-07-10 13:00:00+02:00,C7,Bridge,1.0,FI501,DEP,2025-07-10 14:10:00+02:00,C7
KL1530,ARR,2025-07-10 08:55:00+02:00,B8,Bridge,1.0,KL1531,DEP,2025-07-10 14:10:00+02:00,B8
MU1850,ARR,2025-07-10 08:55:00+02:00,B8,Bridge,1.0,MU1849,DEP,2025-07-10 14:10:00+02:00,B8
,,,B8,Bridge,1.0,DL9422,DEP,2025-07-10 14:10:00+02:00,B8
,,,B8,Bridge,1.0,AF3231,DEP,2025-07-10 14:10:00+02:00,B8
KL1532,"ARR,EXP",2025-07-09 20:00:00+02:00,B8,Bridge,1.0,KL1531,DEP,2025-07-10 14:10:00+02:00,B8
IB5246,ARR,2025-07-10 14:10:00+02:00,,,1.0,,,,
,,,B8,Bridge,1.0,CI9483,DEP,2025-07-10 14:10:00+02:00,B8
,,,B8,Bridge,1.0,G35560,DEP,2025-07-10 14:10:00+02:00,B8
G35559,ARR,2025-07-09 23:00:00+02:00,B8,Bridge,1.0,G35560,DEP,2025-07-10 14:10:00+02:00,B8
,,,B8,Bridge,1.0,KQ1503,DEP,2025-07-10 14:10:00+02:00,B8
,,,B8,Bridge,1.0,MU1849,DEP,2025-07-10 14:10:00+02:00,B8
,,,B8,Bridge,1.0,SK6826,DEP,2025-07-10 14:10:00+02:00,B8
,,,M3,Bridge,3.0,EJU7973,"DEP,DEL",2025-07-10 14:10:00+02:00,M3
GQ790,"ARR,EXP",2025-07-10 13:20:00+02:00,B27,Bridge,1.0,GQ791,DEP,2025-07-10 14:10:00+02:00,B27
KL0646,"ARR,EXP",2025-07-10 14:10:00+02:00,,,4.0,,,,
VS7128,"ARR,EXP",2025-07-10 14:10:00+02:00,,,4.0,,,,
VY8312,ARR,2025-07-10 14:10:00+02:00,,,1.0,,,,
QR4698,ARR,2025-07-10 14:10:00+02:00,,,1.0,,,,
,,,C7,Bridge,1.0,FI501,DEP,2025-07-10 14:10:00+02:00,C7
,,,B27,Bridge,1.0,GQ791,DEP,2025-07-10 14:10:00+02:00,B27
KL1518,"ARR,EXP",2025-07-09 19:35:00+02:00,R014,Remote,1.0,KL1517,DEP,2025-07-10 14:15:00+02:00,D78
,,,R014,Remote,1.0,CZ7652,DEP,2025-07-10 14:15:00+02:00,D78
,,,R018,Remote,1.0,KQ1621,DEP,2025-07-10 14:15:00+02:00,D83
,,,R014,Remote,1.0,AM6301,DEP,2025-07-10 14:15:00+02:00,D78
,,,R018,Remote,1.0,WS5207,DEP,2025-07-10 14:15:00+02:00,D83
HV5468,ARR,2025-07-09 18:05:00+02:00,R021,Remote,1.0,HV5467,DEP,2025-07-10 14:15:00+02:00,D86
KL2582,ARR,2025-07-09 18:05:00+02:00,R021,Remote,1.0,KL2581,DEP,2025-07-10 14:15:00+02:00,D86
MF9324,"ARR,EXP",2025-07-09 19:35:00+02:00,R014,Remote,1.0,MF9323,DEP,2025-07-10 14:15:00+02:00,D78
,,,G8,Bridge,2.0,KL0861,"DEP,DEL",2025-07-10 14:15:00+02:00,G8
KL1616,ARR,2025-07-09 18:40:00+02:00,R018,Remote,1.0,KL1615,DEP,2025-07-10 14:15:00+02:00,D83
,,,G8,Bridge,2.0,AF5133,"DEP,DEL",2025-07-10 14:15:00+02:00,G8
,,,G8,Bridge,2.0,SK6897,"DEP,DEL",2025-07-10 14:15:00+02:00,G8
,,,R018,Remote,1.0,MF9676,DEP,2025-07-10 14:15:00+02:00,D83
MF9675,ARR,2025-07-10 12:55:00+02:00,R018,Remote,1.0,MF9676,DEP,2025-07-10 14:15:00+02:00,D83
LO263,"ARR,EXP",2025-07-10 12:40:00+02:00,B24,Bridge,1.0,LO264,DEP,2025-07-10 14:15:00+02:00,B24
,,,R018,Remote,1.0,DL9347,DEP,2025-07-10 14:15:00+02:00,D83
KQ1620,ARR,2025-07-10 12:55:00+02:00,R018,Remote,1.0,KQ1621,DEP,2025-07-10 14:15:00+02:00,D83
,,,R014,Remote,1.0,MU1841,DEP,2025-07-10 14:15:00+02:00,D78
,,,R021,Remote,1.0,HV5467,DEP,2025-07-10 14:15:00+02:00,D86
,,,R014,Remote,1.0,MF9323,DEP,2025-07-10 14:15:00+02:00,D78
,,,R021,Remote,1.0,KL2581,DEP,2025-07-10 14:15:00+02:00,D86
,,,R018,Remote,1.0,KL1615,DEP,2025-07-10 14:15:00+02:00,D83
KL1614,ARR,2025-07-10 12:55:00+02:00,R018,Remote,1.0,KL1615,DEP,2025-07-10 14:15:00+02:00,D83
,,,R014,Remote,1.0,CI9393,DEP,2025-07-10 14:15:00+02:00,D78
,,,R014,Remote,1.0,KL1517,DEP,2025-07-10 14:15:00+02:00,D78
,,,B24,Bridge,1.0,LO264,DEP,2025-07-10 14:15:00+02:00,B24
MU1840,"ARR,EXP",2025-07-10 08:40:00+02:00,R014,Remote,1.0,MU1841,DEP,2025-07-10 14:15:00+02:00,D78
,,,R014,Remote,1.0,DL9187,DEP,2025-07-10 14:15:00+02:00,D78
,,,B7,Bridge,1.0,DL9660,DEP,2025-07-10 14:20:00+02:00,B7
OU5900,"ARR,EXP",2025-07-09 18:55:00+02:00,B30,Bridge,1.0,OU5901,DEP,2025-07-10 14:20:00+02:00,B30
KQ1686,ARR,2025-07-09 19:15:00+02:00,B36,Bridge,1.0,KQ1687,DEP,2025-07-10 14:20:00+02:00,B36
,,,G3,Bridge,2.0,DL9574,DEP,2025-07-10 14:20:00+02:00,G3
,,,B3,Bridge,1.0,KL1485,"DEP,DEL",2025-07-10 14:20:00+02:00,B3
,,,B3,Bridge,1.0,AF3176,"DEP,DEL",2025-07-10 14:20:00+02:00,B3
AF3170,ARR,2025-07-10 14:20:00+02:00,,,2.0,,,,
SK6845,ARR,2025-07-10 14:20:00+02:00,,,2.0,,,,
,,,C13,Bridge,1.0,UX3793,DEP,2025-07-10 14:20:00+02:00,C13
,,,C13,Bridge,1.0,DL9309,DEP,2025-07-10 14:20:00+02:00,C13
,,,B36,Bridge,1.0,DL9195,DEP,2025-07-10 14:20:00+02:00,B36
,,,C13,Bridge,1.0,KL1253,DEP,2025-07-10 14:20:00+02:00,C13
,,,C13,Bridge,1.0,WS5214,DEP,2025-07-10 14:20:00+02:00,C13
,,,C13,Bridge,1.0,AF3242,DEP,2025-07-10 14:20:00+02:00,C13
,,,B7,Bridge,1.0,KL1153,DEP,2025-07-10 14:20:00+02:00,B7
,,,C13,Bridge,1.0,MF9630,DEP,2025-07-10 14:20:00+02:00,C13
KL1524,"ARR,EXP",2025-07-10 14:05:00+02:00,B36,Bridge,1.0,KL1525,DEP,2025-07-10 14:20:00+02:00,B36
,,,C13,Bridge,1.0,MH5701,DEP,2025-07-10 14:20:00+02:00,C13
GA9957,ARR,2025-07-09 15:25:00+02:00,C13,Bridge,1.0,GA9958,DEP,2025-07-10 14:20:00+02:00,C13
,,,C13,Bridge,1.0,GA9958,DEP,2025-07-10 14:20:00+02:00,C13
SK6829,ARR,2025-07-10 13:40:00+02:00,B30,Bridge,1.0,SK6830,DEP,2025-07-10 14:20:00+02:00,B30
UX3794,"ARR,EXP",2025-07-10 08:35:00+02:00,C13,Bridge,1.0,UX3793,DEP,2025-07-10 14:20:00+02:00,C13
KL1526,ARR,2025-07-09 19:15:00+02:00,B36,Bridge,1.0,KL1525,DEP,2025-07-10 14:20:00+02:00,B36
,,,G3,Bridge,2.0,AF3131,DEP,2025-07-10 14:20:00+02:00,G3
SK6859,"ARR,EXP",2025-07-10 06:30:00+02:00,F7,Bridge,2.0,SK6858,DEP,2025-07-10 14:20:00+02:00,F7
,,,B7,Bridge,1.0,AF8339,DEP,2025-07-10 14:20:00+02:00,B7
AF8422,"ARR,EXP",2025-07-10 06:30:00+02:00,F7,Bridge,2.0,AF8423,DEP,2025-07-10 14:20:00+02:00,F7
,,,B30,Bridge,1.0,KL1967,DEP,2025-07-10 14:20:00+02:00,B30
,,,B30,Bridge,1.0,DL9426,DEP,2025-07-10 14:20:00+02:00,B30
KL1254,ARR,2025-07-09 19:55:00+02:00,C13,Bridge,1.0,KL1253,DEP,2025-07-10 14:20:00+02:00,C13
,,,F7,Bridge,2.0,AF8423,DEP,2025-07-10 14:20:00+02:00,F7
,,,F7,Bridge,2.0,KL0427,DEP,2025-07-10 14:20:00+02:00,F7
,,,B30,Bridge,1.0,OU5901,DEP,2025-07-10 14:20:00+02:00,B30
,,,F7,Bridge,2.0,SK6858,DEP,2025-07-10 14:20:00+02:00,F7
KL0428,"ARR,EXP",2025-07-10 06:30:00+02:00,F7,Bridge,2.0,KL0427,DEP,2025-07-10 14:20:00+02:00,F7
,,,F7,Bridge,2.0,DL9320,DEP,2025-07-10 14:20:00+02:00,F7
KL0872,"ARR,EXP",2025-07-10 09:35:00+02:00,G3,Bridge,2.0,KL0871,DEP,2025-07-10 14:20:00+02:00,G3
,,,G3,Bridge,2.0,KL0871,DEP,2025-07-10 14:20:00+02:00,G3
,,,B36,Bridge,1.0,KL1525,DEP,2025-07-10 14:20:00+02:00,B36
,,,B36,Bridge,1.0,SK6784,DEP,2025-07-10 14:20:00+02:00,B36
,,,B7,Bridge,1.0,AZ3791,DEP,2025-07-10 14:20:00+02:00,B7
,,,B30,Bridge,1.0,SK6830,DEP,2025-07-10 14:20:00+02:00,B30
SK6831,ARR,2025-07-10 08:55:00+02:00,B30,Bridge,1.0,SK6830,DEP,2025-07-10 14:20:00+02:00,B30
MF9631,ARR,2025-07-09 19:55:00+02:00,C13,Bridge,1.0,MF9630,DEP,2025-07-10 14:20:00+02:00,C13
,,,B3,Bridge,1.0,DL9206,"DEP,DEL",2025-07-10 14:20:00+02:00,B3
,,,B36,Bridge,1.0,KQ1687,DEP,2025-07-10 14:20:00+02:00,B36
,,,B5,Bridge,1.0,MH5639,DEP,2025-07-10 14:25:00+02:00,B5
,,,B5,Bridge,1.0,MF9377,DEP,2025-07-10 14:25:00+02:00,B5
GA9223,ARR,2025-07-10 11:30:00+02:00,R012,Remote,1.0,GA9224,DEP,2025-07-10 14:25:00+02:00,D74
,,,B5,Bridge,1.0,DL9258,DEP,2025-07-10 14:25:00+02:00,B5
,,,B5,Bridge,1.0,CZ7630,DEP,2025-07-10 14:25:00+02:00,B5
,,,B5,Bridge,1.0,AZ3769,DEP,2025-07-10 14:25:00+02:00,B5
,,,B5,Bridge,1.0,AM6311,DEP,2025-07-10 14:25:00+02:00,B5
KL1606,ARR,2025-07-09 19:55:00+02:00,R012,Remote,1.0,KL1605,DEP,2025-07-10 14:25:00+02:00,D74
KL1242,ARR,2025-07-10 07:50:00+02:00,B26,Bridge,1.0,KL1243,DEP,2025-07-10 14:25:00+02:00,B26
KQ1178,ARR,2025-07-10 07:50:00+02:00,B26,Bridge,1.0,KQ1179,DEP,2025-07-10 14:25:00+02:00,B26
KQ1180,"ARR,EXP",2025-07-09 18:30:00+02:00,B26,Bridge,1.0,KQ1179,DEP,2025-07-10 14:25:00+02:00,B26
KL1244,"ARR,EXP",2025-07-09 18:30:00+02:00,B26,Bridge,1.0,KL1243,DEP,2025-07-10 14:25:00+02:00,B26
MH5654,ARR,2025-07-10 13:00:00+02:00,R012,Remote,1.0,MH5655,DEP,2025-07-10 14:25:00+02:00,D74
MF9378,"ARR,EXP",2025-07-09 17:55:00+02:00,B5,Bridge,1.0,MF9377,DEP,2025-07-10 14:25:00+02:00,B5
,,,R012,Remote,1.0,KL1605,DEP,2025-07-10 14:25:00+02:00,D74
KL1274,"ARR,EXP",2025-07-09 17:55:00+02:00,B5,Bridge,1.0,KL1273,DEP,2025-07-10 14:25:00+02:00,B5
