Flight Number,Airline,Status,Scheduled Time,Gate,Stand,Terminal
KL1959,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,D14,,2
DL9568,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,D14,,2
KQ1613,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,D14,,2
SK6838,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,D14,,2
KL1853,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,B3,,1
AM6403,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,B3,,1
CZ7696,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,B3,,1
DL9552,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,B3,,1
GA9230,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,B3,,1
KQ1793,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,B3,,1
MF9686,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,B3,,1
SK6682,,"DEP,DEL",2025-08-01T12:00:00.000+02:00,B3,,1
KL1305,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,B28,,1
DL9170,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,B28,,1
KL1933,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,B6,,1
AM6646,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,B6,,1
CZ7715,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,B6,,1
DL9562,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,B6,,1
MF9620,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,B6,,1
MH5661,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,B6,,1
MU1787,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,B6,,1
SK6662,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,B6,,1
IB732,,DEP,2025-08-01T12:05:00.000+02:00,B35,,1
A3625,,DEP,2025-08-01T12:05:00.000+02:00,B31,,1
HV6917,,DEP,2025-08-01T12:05:00.000+02:00,C8,,1
KL2615,,DEP,2025-08-01T12:05:00.000+02:00,C8,,1
HV6147,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,C16,,1
KL2617,,"DEP,DEL",2025-08-01T12:05:00.000+02:00,C16,,1
KL0682,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,3
AF8377,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,3
DL9369,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,3
VS7162,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,3
KL1088,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,2
AF8342,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,2
AZ3784,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,2
DL9488,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,2
KQ1066,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,2
VS6959,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,2
HV5806,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,3
KL2635,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,3
EZY2515,,"ARR,EXP",2025-08-01T12:05:00.000+02:00,,,3
EJU5531,,DEP,2025-08-01T12:10:00.000+02:00,H2,,3
3O122,,DEP,2025-08-01T12:10:00.000+02:00,D24,,3
KL0927,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,D47,,2
AZ3743,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,D47,,2
BT6026,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,D47,,2
CZ7723,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,D47,,2
DL9296,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,D47,,2
KQ1279,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,D47,,2
MF9748,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,D47,,2
MU1619,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,D47,,2
SK6720,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,D47,,2
VS6977,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,D47,,2
KL1333,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,B36,,1
AF3179,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,B36,,1
DL9481,,"DEP,DEL",2025-08-01T12:10:00.000+02:00,B36,,1
AT1657,,DEP,2025-08-01T12:10:00.000+02:00,D28,,3
KL0604,,"ARR,EXP",2025-08-01T12:10:00.000+02:00,,,3
AF8252,,"ARR,EXP",2025-08-01T12:10:00.000+02:00,,,3
DL9452,,"ARR,EXP",2025-08-01T12:10:00.000+02:00,,,3
VS7135,,"ARR,EXP",2025-08-01T12:10:00.000+02:00,,,3
KL0758,,ARR,2025-08-01T12:10:00.000+02:00,,,3
AF8226,,ARR,2025-08-01T12:10:00.000+02:00,,,3
CM8058,,ARR,2025-08-01T12:10:00.000+02:00,,,3
HV5352,,"ARR,EXP",2025-08-01T12:10:00.000+02:00,,,1
KL3282,,"ARR,EXP",2025-08-01T12:10:00.000+02:00,,,1
KL0984,,"ARR,EXP",2025-08-01T12:10:00.000+02:00,,,2
DL9572,,"ARR,EXP",2025-08-01T12:10:00.000+02:00,,,2
KQ0988,,"ARR,EXP",2025-08-01T12:10:00.000+02:00,,,2
VS7024,,"ARR,EXP",2025-08-01T12:10:00.000+02:00,,,2
DL9929,,CNX,2025-08-01T12:15:00.000+02:00,E2,,
CZ451,,"LND,EXP",2025-08-01T12:15:00.000+02:00,,,
UD424,,DEP,2025-08-01T12:15:00.000+02:00,G2,,3
KL1921,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B6,,1
AM6435,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B6,,1
CZ7709,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B6,,1
DL9429,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B6,,1
KQ1959,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B6,,1
MF9728,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B6,,1
MH5648,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B6,,1
MU1783,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B6,,1
SK6692,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B6,,1
DL9414,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B26,,1
MH5638,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B26,,1
KL1177,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B26,,1
AF8217,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,B26,,1
HV5135,,"DEP,DEL",2025-08-01T12:15:00.000+02:00,C6,,1
CX270,,DEP,2025-08-01T12:15:00.000+02:00,G3,,3
AC809,,DEP,2025-08-01T12:15:00.000+02:00,D7,,3
DL9564,,"ARR,EXP",2025-08-01T12:15:00.000+02:00,,,1
KQ1542,,"ARR,EXP",2025-08-01T12:15:00.000+02:00,,,1
VS6995,,"ARR,EXP",2025-08-01T12:15:00.000+02:00,,,1
KL1020,,"ARR,EXP",2025-08-01T12:15:00.000+02:00,,,1
AF8384,,"ARR,EXP",2025-08-01T12:15:00.000+02:00,,,1
KL0964,,"ARR,EXP",2025-08-01T12:15:00.000+02:00,,,2
AF3133,,"ARR,EXP",2025-08-01T12:15:00.000+02:00,,,2
DL9627,,"ARR,EXP",2025-08-01T12:15:00.000+02:00,,,2
KQ1534,,"ARR,EXP",2025-08-01T12:15:00.000+02:00,,,2
VS7085,,"ARR,EXP",2025-08-01T12:15:00.000+02:00,,,2
CZ2573,,"LND,EXP",2025-08-01T12:20:00.000+02:00,,,
SV933,,LND,2025-08-01T12:20:00.000+02:00,,,
KL1295,,"DEP,DEL",2025-08-01T12:20:00.000+02:00,B23,,1
AF8313,,"DEP,DEL",2025-08-01T12:20:00.000+02:00,B23,,1
AZ3787,,"DEP,DEL",2025-08-01T12:20:00.000+02:00,B23,,1
DL9213,,"DEP,DEL",2025-08-01T12:20:00.000+02:00,B23,,1
KQ1345,,"DEP,DEL",2025-08-01T12:20:00.000+02:00,B23,,1
SK6699,,"DEP,DEL",2025-08-01T12:20:00.000+02:00,B23,,1
KL1233,,"DEP,DEL",2025-08-01T12:20:00.000+02:00,B34,,1
DL9333,,"DEP,DEL",2025-08-01T12:20:00.000+02:00,B34,,1
MH5699,,"DEP,DEL",2025-08-01T12:20:00.000+02:00,B34,,1
RO9312,,"DEP,DEL",2025-08-01T12:20:00.000+02:00,B34,,1
VS7048,,"ARR,EXP",2025-08-01T12:20:00.000+02:00,,,2
KL1004,,"ARR,EXP",2025-08-01T12:20:00.000+02:00,,,2
CZ7726,,"ARR,EXP",2025-08-01T12:20:00.000+02:00,,,2
DL9581,,"ARR,EXP",2025-08-01T12:20:00.000+02:00,,,2
KQ1010,,"ARR,EXP",2025-08-01T12:20:00.000+02:00,,,2
MF9780,,"ARR,EXP",2025-08-01T12:20:00.000+02:00,,,2
DL0136,,"ARR,EXP",2025-08-01T12:20:00.000+02:00,,,3
KL6034,,"ARR,EXP",2025-08-01T12:20:00.000+02:00,,,3
VS3945,,"ARR,EXP",2025-08-01T12:20:00.000+02:00,,,3
AF5604,,"ARR,EXP",2025-08-01T12:20:00.000+02:00,,,3
DL9193,,CNX,2025-08-01T12:25:00.000+02:00,D6,,2
KQ1425,,CNX,2025-08-01T12:25:00.000+02:00,D6,,2
VS6943,,CNX,2025-08-01T12:25:00.000+02:00,D6,,2
KL1045,,CNX,2025-08-01T12:25:00.000+02:00,D6,,2
BT6029,,CNX,2025-08-01T12:25:00.000+02:00,D6,,2
CX2068,,DEP,2025-08-01T12:25:00.000+02:00,,,
DL9408,,DEP,2025-08-01T12:25:00.000+02:00,B5,,1
KQ1873,,DEP,2025-08-01T12:25:00.000+02:00,B5,,1
SK6674,,DEP,2025-08-01T12:25:00.000+02:00,B5,,1
KL1831,,DEP,2025-08-01T12:25:00.000+02:00,B5,,1
AM6425,,DEP,2025-08-01T12:25:00.000+02:00,B5,,1
KL1777,,DEP,2025-08-01T12:25:00.000+02:00,B30,,1
AM6397,,DEP,2025-08-01T12:25:00.000+02:00,B30,,1
CZ7673,,DEP,2025-08-01T12:25:00.000+02:00,B30,,1
DL9561,,DEP,2025-08-01T12:25:00.000+02:00,B30,,1
GA9250,,DEP,2025-08-01T12:25:00.000+02:00,B30,,1
MF9333,,DEP,2025-08-01T12:25:00.000+02:00,B30,,1
UX3753,,DEP,2025-08-01T12:25:00.000+02:00,B30,,1
KL1285,,"DEP,DEL",2025-08-01T12:25:00.000+02:00,B32,,1
AF8238,,"DEP,DEL",2025-08-01T12:25:00.000+02:00,B32,,1
DL9634,,"DEP,DEL",2025-08-01T12:25:00.000+02:00,B32,,1
KQ1333,,"DEP,DEL",2025-08-01T12:25:00.000+02:00,B32,,1
KL1355,,"DEP,DEL",2025-08-01T12:25:00.000+02:00,D71,,1
CI9399,,"DEP,DEL",2025-08-01T12:25:00.000+02:00,D71,,1
DL9533,,"DEP,DEL",2025-08-01T12:25:00.000+02:00,D71,,1
GA9532,,"DEP,DEL",2025-08-01T12:25:00.000+02:00,D71,,1
WS5235,,"DEP,DEL",2025-08-01T12:25:00.000+02:00,D71,,1
DL0144,,"ARR,EXP",2025-08-01T12:25:00.000+02:00,,,3
AF3584,,"ARR,EXP",2025-08-01T12:25:00.000+02:00,,,3
KL6053,,"ARR,EXP",2025-08-01T12:25:00.000+02:00,,,3
VS4060,,"ARR,EXP",2025-08-01T12:25:00.000+02:00,,,3
OG461,,DEP,2025-08-01T12:30:00.000+02:00,M6,,3
KL0677,,DEP,2025-08-01T12:30:00.000+02:00,D10,,2
AF3162,,DEP,2025-08-01T12:30:00.000+02:00,D10,,2
DL9397,,DEP,2025-08-01T12:30:00.000+02:00,D10,,2
VS7161,,DEP,2025-08-01T12:30:00.000+02:00,D10,,2
KL0735,,DEP,2025-08-01T12:30:00.000+02:00,F3,,2
AF5477,,DEP,2025-08-01T12:30:00.000+02:00,F3,,2
KL1945,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B1,,1
AF5194,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B1,,1
DL9335,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B1,,1
KQ1987,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B1,,1
SK6712,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B1,,1
KL1955,,DEP,2025-08-01T12:30:00.000+02:00,D82,,1
CZ7720,,DEP,2025-08-01T12:30:00.000+02:00,D82,,1
DL9185,,DEP,2025-08-01T12:30:00.000+02:00,D82,,1
KQ1575,,DEP,2025-08-01T12:30:00.000+02:00,D82,,1
MF9313,,DEP,2025-08-01T12:30:00.000+02:00,D82,,1
KL0565,,DEP,2025-08-01T12:30:00.000+02:00,E8,,2
AF5190,,DEP,2025-08-01T12:30:00.000+02:00,E8,,2
DL9585,,DEP,2025-08-01T12:30:00.000+02:00,E8,,2
VF002,,DEP,2025-08-01T12:30:00.000+02:00,G7,,3
KL1819,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B4,,1
AM6399,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B4,,1
CZ7687,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B4,,1
DL9236,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B4,,1
GA9084,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B4,,1
KQ1771,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B4,,1
MF9608,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B4,,1
SK6642,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,B4,,1
BT6043,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,D6,,2
DL9227,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,D6,,2
MF9763,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,D6,,2
VS6990,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,D6,,2
KL0939,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,D6,,2
AM6400,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,D6,,2
AZ3746,,"DEP,DEL",2025-08-01T12:30:00.000+02:00,D6,,2
HV6004,,"ARR,EXP",2025-08-01T12:30:00.000+02:00,,,1
HV5624,,"ARR,EXP",2025-08-01T12:30:00.000+02:00,,,1
KL2676,,"ARR,EXP",2025-08-01T12:30:00.000+02:00,,,1
AC901,,DEP,2025-08-01T12:35:00.000+02:00,D49,,3
HV5421,,DEP,2025-08-01T12:35:00.000+02:00,C7,,1
KL2671,,DEP,2025-08-01T12:35:00.000+02:00,C7,,1
KL1583,,DEP,2025-08-01T12:35:00.000+02:00,D86,,1
AM6402,,DEP,2025-08-01T12:35:00.000+02:00,D86,,1
DL9576,,DEP,2025-08-01T12:35:00.000+02:00,D86,,1
KQ1695,,DEP,2025-08-01T12:35:00.000+02:00,D86,,1
RO9307,,DEP,2025-08-01T12:35:00.000+02:00,D86,,1
WS5222,,DEP,2025-08-01T12:35:00.000+02:00,D86,,1
HV6821,,DEP,2025-08-01T12:35:00.000+02:00,C14,,1
KL2740,,DEP,2025-08-01T12:35:00.000+02:00,C14,,1
KL0611,,"DEP,DEL",2025-08-01T12:35:00.000+02:00,D4,,2
AF3159,,"DEP,DEL",2025-08-01T12:35:00.000+02:00,D4,,2
DL9382,,"DEP,DEL",2025-08-01T12:35:00.000+02:00,D4,,2
VS7143,,"DEP,DEL",2025-08-01T12:35:00.000+02:00,D4,,2
EZY2516,,"DEP,DEL",2025-08-01T12:35:00.000+02:00,H4,,3
KL1164,,"ARR,EXP",2025-08-01T12:35:00.000+02:00,,,2
DL9466,,"ARR,EXP",2025-08-01T12:35:00.000+02:00,,,2
KQ1186,,"ARR,EXP",2025-08-01T12:35:00.000+02:00,,,2
KL1442,,"ARR,EXP",2025-08-01T12:35:00.000+02:00,,,2
AF8351,,"ARR,EXP",2025-08-01T12:35:00.000+02:00,,,2
DL9458,,"ARR,EXP",2025-08-01T12:35:00.000+02:00,,,2
KQ1224,,"ARR,EXP",2025-08-01T12:35:00.000+02:00,,,2
MU1572,,"ARR,EXP",2025-08-01T12:35:00.000+02:00,,,2
SK6781,,"ARR,EXP",2025-08-01T12:35:00.000+02:00,,,2
WS5247,,"ARR,EXP",2025-08-01T12:35:00.000+02:00,,,2
EI604,,"ARR,EXP",2025-08-01T12:35:00.000+02:00,,,1
VY8309,,ARR,2025-08-01T12:35:00.000+02:00,,,1
QR4694,,ARR,2025-08-01T12:35:00.000+02:00,,,1
IB5243,,ARR,2025-08-01T12:35:00.000+02:00,,,1
KL1671,,DEP,2025-08-01T12:40:00.000+02:00,B22,,1
DL9294,,DEP,2025-08-01T12:40:00.000+02:00,B22,,1
KQ0913,,DEP,2025-08-01T12:40:00.000+02:00,B22,,1
SK6842,,DEP,2025-08-01T12:40:00.000+02:00,B22,,1
MF9375,,"DEP,DEL",2025-08-01T12:40:00.000+02:00,B30,,1
MH5669,,"DEP,DEL",2025-08-01T12:40:00.000+02:00,B30,,1
RO9304,,"DEP,DEL",2025-08-01T12:40:00.000+02:00,B30,,1
SK6605,,"DEP,DEL",2025-08-01T12:40:00.000+02:00,B30,,1
AZ3762,,"DEP,DEL",2025-08-01T12:40:00.000+02:00,B30,,1
CZ7629,,"DEP,DEL",2025-08-01T12:40:00.000+02:00,B30,,1
DL9264,,"DEP,DEL",2025-08-01T12:40:00.000+02:00,B30,,1
KL1271,,"DEP,DEL",2025-08-01T12:40:00.000+02:00,B30,,1
AM6398,,"DEP,DEL",2025-08-01T12:40:00.000+02:00,B30,,1
PC1252,,DEP,2025-08-01T12:40:00.000+02:00,E4,,3
KL3100,,DEP,2025-08-01T12:40:00.000+02:00,E4,,3
EZY3301,,"ARR,EXP",2025-08-01T12:40:00.000+02:00,,,4
LO263,,"ARR,EXP",2025-08-01T12:40:00.000+02:00,,,1
DL9389,,DEP,2025-08-01T12:45:00.000+02:00,D53,,2
VS7137,,DEP,2025-08-01T12:45:00.000+02:00,D53,,2
KL0603,,DEP,2025-08-01T12:45:00.000+02:00,D53,,2
AF8246,,DEP,2025-08-01T12:45:00.000+02:00,D53,,2
KL1033,,"DEP,DEL",2025-08-01T12:45:00.000+02:00,D6,,2
BT6013,,"DEP,DEL",2025-08-01T12:45:00.000+02:00,D6,,2
CI9493,,"DEP,DEL",2025-08-01T12:45:00.000+02:00,D6,,2
DL9364,,"DEP,DEL",2025-08-01T12:45:00.000+02:00,D6,,2
GA9018,,"DEP,DEL",2025-08-01T12:45:00.000+02:00,D6,,2
MF9664,,"DEP,DEL",2025-08-01T12:45:00.000+02:00,D6,,2
VS7079,,"DEP,DEL",2025-08-01T12:45:00.000+02:00,D6,,2
AZ3770,,"DEP,DEL",2025-08-01T12:45:00.000+02:00,D6,,2
AM6200,,"DEP,DEL",2025-08-01T12:45:00.000+02:00,D6,,2
KL1843,,DEP,2025-08-01T12:45:00.000+02:00,B7,,1
AM6423,,DEP,2025-08-01T12:45:00.000+02:00,B7,,1
DL9657,,DEP,2025-08-01T12:45:00.000+02:00,B7,,1
SK6768,,DEP,2025-08-01T12:45:00.000+02:00,B7,,1
KL0765,,"ARR,EXP",2025-08-01T12:45:00.000+02:00,,,4
AF8281,,"ARR,EXP",2025-08-01T12:45:00.000+02:00,,,4
KL0791,,DEP,2025-08-01T12:50:00.000+02:00,E24,,2
AF6719,,DEP,2025-08-01T12:50:00.000+02:00,E24,,2
G35501,,DEP,2025-08-01T12:50:00.000+02:00,E24,,2
SK6732,,DEP,2025-08-01T12:50:00.000+02:00,E24,,2
KL0705,,DEP,2025-08-01T12:50:00.000+02:00,E3,,2
AF6711,,DEP,2025-08-01T12:50:00.000+02:00,E3,,2
G35503,,DEP,2025-08-01T12:50:00.000+02:00,E3,,2
SK6852,,DEP,2025-08-01T12:50:00.000+02:00,E3,,2
DL9667,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,2
KQ1356,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,2
WS5268,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,2
KL1354,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,2
TP668,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,1
KL1414,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,1
AF3154,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,1
DL9604,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,1
WS5269,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,1
EJU7882,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,3
EJU7806,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,3
KL0744,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,3
AF8244,,"ARR,EXP",2025-08-01T12:50:00.000+02:00,,,3
KL1614,,CNX,2025-08-01T12:55:00.000+02:00,,,
DL9591,,CNX,2025-08-01T12:55:00.000+02:00,,,
KQ1620,,CNX,2025-08-01T12:55:00.000+02:00,,,
MF9675,,CNX,2025-08-01T12:55:00.000+02:00,,,
DL9375,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,3
VS7112,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,3
KL0622,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,3
AF6693,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,3
DL0163,,DEP,2025-08-01T12:55:00.000+02:00,E22,,2
AF8921,,DEP,2025-08-01T12:55:00.000+02:00,E22,,2
KL6059,,DEP,2025-08-01T12:55:00.000+02:00,E22,,2
VS3956,,DEP,2025-08-01T12:55:00.000+02:00,E22,,2
KL0957,,"DEP,DEL",2025-08-01T12:55:00.000+02:00,D6,,2
DL9254,,"DEP,DEL",2025-08-01T12:55:00.000+02:00,D6,,2
KQ0959,,"DEP,DEL",2025-08-01T12:55:00.000+02:00,D6,,2
VS7098,,"DEP,DEL",2025-08-01T12:55:00.000+02:00,D6,,2
KQ1051,,"DEP,DEL",2025-08-01T12:55:00.000+02:00,D6,,2
VS6955,,"DEP,DEL",2025-08-01T12:55:00.000+02:00,D6,,2
KL1079,,"DEP,DEL",2025-08-01T12:55:00.000+02:00,D6,,2
AZ3782,,"DEP,DEL",2025-08-01T12:55:00.000+02:00,D6,,2
DL9203,,"DEP,DEL",2025-08-01T12:55:00.000+02:00,D6,,2
KL1270,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,2
AM6379,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,2
CZ7755,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,2
DL9483,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,2
KQ1130,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,2
MF9374,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,2
MH5668,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,2
MU1796,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,2
SK6604,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,2
SV6346,,"ARR,EXP",2025-08-01T12:55:00.000+02:00,,,2
KL9858,,SCH,2025-08-01T13:00:00.000+02:00,,,
QR8207,,CNX,2025-08-01T13:00:00.000+02:00,,,
KL1755,,CNX,2025-08-01T13:00:00.000+02:00,B34,,
AM6201,,CNX,2025-08-01T13:00:00.000+02:00,B34,,
CZ7667,,CNX,2025-08-01T13:00:00.000+02:00,B34,,
DL9277,,CNX,2025-08-01T13:00:00.000+02:00,B34,,
KQ1783,,CNX,2025-08-01T13:00:00.000+02:00,B34,,
UX3785,,CNX,2025-08-01T13:00:00.000+02:00,B34,,
DL0137,,DEP,2025-08-01T13:00:00.000+02:00,D57,,2
AF5600,,DEP,2025-08-01T13:00:00.000+02:00,D57,,2
KL6120,,DEP,2025-08-01T13:00:00.000+02:00,D57,,2
VS3959,,DEP,2025-08-01T13:00:00.000+02:00,D57,,2
KL1763,,DEP,2025-08-01T13:00:00.000+02:00,B16,,1
AF3143,,DEP,2025-08-01T13:00:00.000+02:00,B16,,1
AM6215,,DEP,2025-08-01T13:00:00.000+02:00,B16,,1
DL9161,,DEP,2025-08-01T13:00:00.000+02:00,B16,,1
KQ1753,,DEP,2025-08-01T13:00:00.000+02:00,B16,,1
SK6760,,DEP,2025-08-01T13:00:00.000+02:00,B16,,1
KL6067,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,3
VS4058,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,3
DL0164,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,3
AF3673,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,3
KL0757,,DEP,2025-08-01T13:00:00.000+02:00,F8,,2
AF8225,,DEP,2025-08-01T13:00:00.000+02:00,F8,,2
CM8057,,DEP,2025-08-01T13:00:00.000+02:00,F8,,2
EK9920,,DEP,2025-08-01T13:00:00.000+02:00,,,
KL1502,,ARR,2025-08-01T13:00:00.000+02:00,,,2
AR7816,,ARR,2025-08-01T13:00:00.000+02:00,,,2
CZ7763,,ARR,2025-08-01T13:00:00.000+02:00,,,2
DL9613,,ARR,2025-08-01T13:00:00.000+02:00,,,2
KQ1702,,ARR,2025-08-01T13:00:00.000+02:00,,,2
MF9651,,ARR,2025-08-01T13:00:00.000+02:00,,,2
SK6741,,ARR,2025-08-01T13:00:00.000+02:00,,,2
KL1602,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,3
AM6261,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,3
DL9508,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,3
KQ1598,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,3
MF9396,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,3
MH5654,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,3
MU1810,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,3
CZ1346,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,2
DL9649,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,2
KQ1768,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,2
MF9607,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,2
MU1576,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,2
SK6667,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,2
KL1818,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,2
AM6258,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,2
VN3171,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,2
HV5932,,ARR,2025-08-01T13:00:00.000+02:00,,,1
FI500,,ARR,2025-08-01T13:00:00.000+02:00,,,3
DY1256,,"ARR,EXP",2025-08-01T13:00:00.000+02:00,,,4
HV6411,,"DEP,DEL",2025-08-01T13:00:00.000+02:00,C14,,1
KL2655,,"DEP,DEL",2025-08-01T13:00:00.000+02:00,C14,,1
KL1801,,DEP,2025-08-01T13:05:00.000+02:00,B3,,1
DL9229,,DEP,2025-08-01T13:05:00.000+02:00,B3,,1
GA9216,,DEP,2025-08-01T13:05:00.000+02:00,B3,,1
MF9389,,DEP,2025-08-01T13:05:00.000+02:00,B3,,1
HV5817,,DEP,2025-08-01T13:05:00.000+02:00,C18,,1
KL2535,,DEP,2025-08-01T13:05:00.000+02:00,C18,,1
KL0651,,DEP,2025-08-01T13:05:00.000+02:00,D2,,2
AF6696,,DEP,2025-08-01T13:05:00.000+02:00,D2,,2
DL9384,,DEP,2025-08-01T13:05:00.000+02:00,D2,,2
